census_block_group,visits_wawa,visits_7_eleven,visits_starbucks
500070033041,4.0,,
500070039003,4.0,,
500130202004,4.0,,
500239550002,4.0,,
510010902002,4.0,,
510010902003,11.0,,
510010906004,4.0,,
510010907005,8.0,,
510030102011,4.0,,
510030104012,4.0,4.0,
510030104022,4.0,,5.0
510030114004,5.0,,
510050803011,4.0,,
510090105031,4.0,,
510131004003,4.0,,
510131007004,4.0,,4.0
510131015004,4.0,,
510131017022,5.0,,
510131018011,4.0,,
510131018033,4.0,,12.0
510131029012,4.0,,
510131035021,4.0,,
510150703003,4.0,4.0,
510190301041,4.0,,
510310204034,4.0,,
510310208001,4.0,,
510310208003,4.0,,
510411002053,12.0,,
510411002101,8.0,,
510411005051,4.0,,
510411005054,4.0,,
510411005082,4.0,,
510411008041,4.0,,
510411008152,4.0,,
510411009262,4.0,,
510411009273,16.0,,
510411009281,4.0,,
510411009341,4.0,,
510411010122,4.0,,
510479304003,4.0,,
510538405002,4.0,,
510538406003,4.0,,
510594158003,5.0,,
510594160002,8.0,,4.0
510594162002,21.0,4.0,
510594163002,4.0,,
510594219001,8.0,,
510594223011,4.0,,
510594224011,4.0,,
510594224012,4.0,,4.0
510594302012,4.0,,
510594302022,4.0,,
510594302031,8.0,,
510594308021,4.0,,
510594327021,4.0,,
510594401003,8.0,4.0,
510594401004,4.0,,
510594405021,16.0,,
510594406001,4.0,,
510594408001,4.0,,
510594513001,4.0,,
510594519001,4.0,,
510594522003,8.0,,
510594524004,4.0,,
510594610001,4.0,,
510594616013,4.0,,
510594701001,4.0,,
510594707005,4.0,,
510594708002,8.0,,
510594802022,4.0,,
510594804021,4.0,,
510594808011,4.0,,
510594811062,4.0,,
510594820011,5.0,,
510594820021,8.0,,
510594825012,4.0,,
510594825013,4.0,,
510594901013,4.0,,
510594911031,4.0,,
510594911032,4.0,,
510594914031,4.0,,
510594914051,9.0,,
510594915011,8.0,,
510594921001,4.0,,
510594921004,4.0,,
510594925002,4.0,,
510619302062,4.0,,
510619302071,4.0,,
510619304021,4.0,,
510619307031,4.0,,
510670208002,4.0,,
510690502001,4.0,,
510690504003,4.0,,
510690509002,4.0,,
510690510002,4.0,,
510690510004,8.0,,4.0
510690510005,4.0,,
510731001003,4.0,,
510790301011,4.0,,
510790302004,4.0,,
510839305001,4.0,,
510839308002,4.0,,
510853204002,4.0,,
510853207011,4.0,,
510853207012,4.0,,
510853208011,4.0,,
510853210023,4.0,,
510872001081,4.0,,
510872001202,4.0,,
510872001211,4.0,,
510872001263,4.0,,
510872001292,4.0,,
510872004112,4.0,,
510872010022,4.0,,
510872012021,4.0,,
510890112002,4.0,,
510932801033,4.0,,
510950801013,4.0,,
510950802021,4.0,,
510950803031,4.0,,
510990402002,4.0,,
511019501021,8.0,,
511076101022,4.0,,
511076102021,8.0,,
511076110041,9.0,,4.0
511076110061,12.0,,4.0
511076110093,16.0,,
511076110141,4.0,,
511076110172,4.0,,
511076110192,4.0,,
511076110203,8.0,,
511076110222,9.0,,
511076110241,12.0,,
511076110242,4.0,7.0,
511076110251,4.0,,4.0
511076110253,8.0,,8.0
511076112023,4.0,,4.0
511076112081,4.0,,4.0
511076112092,4.0,,
511076112093,4.0,,
511076114003,4.0,,
511076118011,4.0,,8.0
511076118012,4.0,,
511076118021,8.0,,4.0
511076118024,4.0,,4.0
511076118042,4.0,,
511076118052,8.0,,
511076118061,8.0,,
511076119001,4.0,,
511076119003,4.0,,
511099502021,12.0,,
511159513004,4.0,,
511199510004,8.0,,
511199511001,4.0,,
511210201001,4.0,,
511210201002,26.0,4.0,8.0
511210203006,4.0,,
511210204002,4.0,,
511210204003,4.0,,
511210205003,4.0,,
511210206001,4.0,,
511259501004,8.0,,
511319302004,4.0,,
511319303003,4.0,,
511330203001,4.0,,
511371101032,4.0,,
511371101034,8.0,,
511390303002,4.0,,
511430106002,4.0,,
511455002001,7.0,,
511498502001,4.0,,
511539003003,4.0,,
511539004073,4.0,,
511539007023,8.0,,
511539009041,4.0,,
511539010081,4.0,,
511539010091,4.0,,
511539010094,12.0,,
511539010112,4.0,,
511539012031,4.0,,4.0
511539012093,4.0,,
511539012191,4.0,,
511539012192,4.0,,
511539012233,4.0,,
511539012251,4.0,,
511539012302,4.0,,
511539012311,4.0,,
511539012321,4.0,4.0,4.0
511539012333,4.0,,
511539013031,4.0,,
511539014081,4.0,,
511539014083,4.0,,
511539014161,4.0,,
511539015044,4.0,,
511539015054,4.0,,
511539015061,4.0,,
511539015062,4.0,,
511539015072,8.0,,
511539015081,4.0,,8.0
511539015111,4.0,,
511552102012,8.0,,
511610306001,4.0,,
511610312011,4.0,,
511650106002,4.0,,
511650110003,4.0,,
511650112001,4.0,,
511650115001,5.0,,
511650115003,4.0,,
511770201041,4.0,,
511770201092,4.0,,4.0
511770201101,6.0,,
511770202031,4.0,,4.0
511770202052,4.0,,
511770203063,8.0,,4.0
511770203071,4.0,,
511770203101,4.0,,
511790101051,5.0,,4.0
511790101072,9.0,,
511790102022,4.0,,
511790102101,8.0,,
511790103011,8.0,,
511790103032,4.0,,
511790104053,4.0,,
511790105021,4.0,,
511818602001,4.0,,
511838701001,4.0,,
511850202001,4.0,,
511870201003,4.0,,
511910108002,8.0,,
511930101002,4.0,,
511930104003,4.0,,4.0
511990502042,4.0,,
511990502043,4.0,,
511990503031,4.0,,
511990510003,4.0,,
515102003031,4.0,,
515102004072,4.0,,
515102007011,4.0,,
515102007021,4.0,,
515500204002,4.0,,
515500208051,4.0,,
515500208061,8.0,,4.0
515500208062,8.0,,
515500208091,4.0,,
515500209043,4.0,,4.0
515500209063,4.0,,
515500210044,6.0,,
515500210061,4.0,,
515500210062,4.0,,
515500210092,4.0,,
515500211012,8.0,,
515500212001,4.0,,
515500212003,4.0,,
515500213022,8.0,,
515500213023,4.0,,
515500214033,4.0,,
515500214042,7.0,,
515500214043,4.0,,
515500215023,4.0,,
515500215024,8.0,,4.0
515900009002,4.0,,
515900010001,4.0,,
516003003001,4.0,,
516003004002,4.0,,
516105001001,4.0,,
516300002003,4.0,,
516500101031,4.0,,
516500103092,6.0,,
516500103111,4.0,,
516500106012,4.0,,8.0
516500107012,4.0,,
516500107022,4.0,,
516500108003,4.0,,
516500116003,4.0,,
516600002051,17.0,,10.0
516600002061,16.0,,12.0
516600002071,4.0,,
516600002072,20.0,,8.0
516600002073,8.0,,12.0
516708204003,4.0,,
516708207001,4.0,,
516800002031,12.0,,
516800004002,4.0,,
516800009001,8.0,,
516800014002,16.0,,8.0
516800014003,12.0,,16.0
516800016001,4.0,,4.0
516800017002,4.0,,
516839101001,4.0,,
516859202002,4.0,,
516900005002,4.0,,
517000305002,4.0,,
517000311002,9.0,,
517000316011,4.0,,
517000319021,4.0,,
517000321242,6.0,,
517000321301,4.0,,
517000321321,4.0,,
517000322114,4.0,,4.0
517000324002,4.0,,
517100001002,4.0,,
517100002012,4.0,,
517100008002,4.0,,
517100009011,4.0,,
517100023002,8.0,,
517100026002,12.0,,
517100051001,4.0,,
517100058002,4.0,,8.0
517100059012,4.0,,
517100060003,4.0,,
517100062001,9.0,,
517100065021,4.0,,
517100066031,8.0,,
517100066073,4.0,,
517308104001,4.0,,
517308112002,4.0,,
517402102001,4.0,,
517402130023,4.0,,
517402131011,10.0,,
517402131013,4.0,,
517600710013,4.0,,
517700024002,4.0,,
518000654001,4.0,,
518000655002,4.0,,
518000751013,5.0,,
518000751022,4.0,,
518000752031,4.0,,
518000753011,8.0,,
518000754011,4.0,,
518000754041,8.0,,
518100402002,16.0,,
518100404022,8.0,,4.0
518100406001,4.0,,
518100412001,4.0,,
518100420002,4.0,,
518100424002,4.0,4.0,
518100426001,4.0,,
518100426002,4.0,,
518100432001,4.0,,
518100440031,5.0,,
518100446001,4.0,,
518100448081,4.0,,
518100454065,4.0,,
518100454074,4.0,,
518100454084,4.0,,
518100454143,4.0,,
518100454201,4.0,,
518100454222,8.0,,4.0
518100454273,4.0,,
518100454274,4.0,,
518100456012,7.0,,
518100456041,4.0,,
518100458011,4.0,,
518100458012,4.0,,
518100460051,4.0,,
518100460062,4.0,,
518100460092,4.0,,
518100460121,4.0,,
518100460122,4.0,,
518100460133,4.0,,
518100460161,4.0,,
518100462041,8.0,,
518100462113,5.0,,
518100462162,4.0,,
518100462163,4.0,,
518100462201,4.0,,
518100462203,4.0,,
518100462212,8.0,,
518100462243,5.0,,
518200031001,4.0,,
530179501005,5.0,,
530299702001,5.0,,
530330222025,8.0,,8.0
530330238032,4.0,,
530330300044,5.0,,
530330323261,4.0,,
530530721054,4.0,,
530530729031,4.0,,
530579523022,4.0,,
530610418066,8.0,,
530630114001,5.0,,
530630132022,4.0,,
530730005021,4.0,,
530770011002,4.0,,
540019656004,4.0,,
540039711021,8.0,,
540039712021,4.0,,
540039713004,4.0,,
540039720003,4.0,,
540039721011,4.0,,
540110005001,4.0,,4.0
540259506002,8.0,4.0,
540279682002,12.0,4.0,
540290206003,4.0,,
540330306022,4.0,,
540379722012,4.0,,
540379725061,4.0,,
540379726022,4.0,,
540379728004,5.0,,
540390005002,4.0,,
540419673001,12.0,,
540510202001,4.0,,
540550011003,4.0,,
540550015003,5.0,,
540550024001,4.0,,
540570102001,4.0,,
540610101011,4.0,,
540610101022,8.0,,4.0
540610101023,13.0,,8.0
540610102012,8.0,,
540610106001,4.0,,
540610107005,4.0,,
540610108001,4.0,,
540610110003,8.0,,4.0
540610111001,8.0,,
540610118052,4.0,,
540610118062,12.0,,
540610120001,9.0,6.0,4.0
540779639003,8.0,,
540779641004,4.0,,
540839661002,21.0,,
550250016044,4.0,,
550250016063,4.0,,
550250016064,4.0,,
550250109011,8.0,,4.0
550350001003,8.0,,
550710054002,9.0,,
550790018002,4.0,,
550790146002,8.0,,
550831008001,4.0,,
550870120002,5.0,,
550870128003,4.0,,
551010028002,4.0,,
551110007001,4.0,,4.0
551379608001,4.0,,
560210019021,4.0,,
720034303003,4.0,,
720054001005,4.0,,
720118102002,4.0,,
720210310132,4.0,,
720238305021,4.0,,
720252003034,4.0,,
720310505042,4.0,,
720371602011,4.0,,
720572708002,4.0,,
720678203002,4.0,,
720691809021,4.0,,
720714107022,8.0,,
720891403002,4.0,,
721153304001,5.0,,
721270013021,4.0,,4.0
721371218011,4.0,,
780109706005,4.0,,
040130610324,,4.0,
040132168483,,4.0,
050070210012,,4.0,
051219603011,,4.0,
060371112051,,4.0,
060371233041,,4.0,
060371255011,,4.0,
060372119221,,4.0,
060372717023,,4.0,
060374020021,,4.0,
060375435031,,4.0,
060590870011,,4.0,
060650438122,,4.0,
060670090081,,4.0,
060670091032,,4.0,
060730221002,,8.0,
080140314003,,4.0,
090010101021,,4.0,
090010352002,,4.0,
090010804001,,4.0,
090011051002,,4.0,
090012301001,,4.0,
090034737007,,4.0,
090035148001,,4.0,
090091420002,,4.0,
090118702001,,4.0,
090135304001,,4.0,
090158301001,,4.0,5.0
100050503011,,4.0,
110010094002,,4.0,
120010019084,,4.0,
120090612021,,7.0,
120090713371,,4.0,
120110201033,,4.0,
120110201041,,4.0,
120111001041,,4.0,16.0
120174501014,,4.0,
120174515011,,8.0,
120190315001,,4.0,
120210110012,,4.0,
120559611002,,4.0,
120570116031,,4.0,
120710017062,,4.0,
120810019121,,4.0,
120850006101,,4.0,
120860001193,,4.0,
120860064021,,4.0,
120860106141,,4.0,
120860107045,,4.0,
120860166001,,4.0,
120950116003,,4.0,
120950135101,,4.0,
120950148081,,4.0,4.0
120950170012,,9.0,
120950170131,,5.0,
120970417002,,4.0,
120970420001,,4.0,
120990002094,,4.0,4.0
120990070021,,4.0,
120990077303,,4.0,
120990078303,,4.0,
121010314071,,4.0,
121010315052,,4.0,
121030240021,,4.0,
121050124032,,4.0,
121050125041,,4.0,
121113812041,,4.0,8.0
121150020103,,4.0,4.0
121170214043,,4.0,
121270830032,,4.0,
130630404113,,4.0,
130890215031,,4.0,
130939701002,,4.0,
130970805051,,4.0,
131150008002,,4.0,
131150013001,,4.0,
131210010021,,4.0,
131210105151,,4.0,
131339503021,,4.0,
131350502123,,4.0,
131350507131,,4.0,
131570101022,,4.0,
132190306001,,4.0,
132971106021,,4.0,
133130002001,,4.0,
160270205031,,4.0,
170010101004,,4.0,
170317608011,,4.0,
170318025053,,4.0,
170318051053,,4.0,
170318085002,,4.0,
170318113022,,4.0,
170318228021,,4.0,
170438443071,,4.0,
170438462013,,4.0,
170499507002,,4.0,
170879777001,,4.0,
170898519073,,4.0,
171179571001,,4.0,
171635034142,,4.0,
171978803122,,4.0,
180290803001,,4.0,
180390003011,,4.0,
180571108081,,4.0,
180610603003,,4.0,
180890207002,,4.0,
180910406002,,4.0,
180973309001,,4.0,
180973604052,,4.0,
181079569002,,4.0,
181410112021,,4.0,10.0
200910519072,,4.0,
210719204005,,4.0,
210730710003,,4.0,
211110103131,,4.0,
211170644001,,4.0,
211510114001,,4.0,
211799303011,,4.0,
220499701001,,4.0,
220659601001,,4.0,
221030410032,,6.0,
221210201001,,4.0,
230159756004,,4.0,
240037070021,,4.0,
240037313091,,4.0,
240037401051,,8.0,
240037403053,,4.0,
240054025052,,4.0,
240054035002,,4.0,
240054041011,,4.0,
240054044031,,4.0,
240054113081,,4.0,
240054512002,,4.0,
240054514021,,8.0,
240135062004,,4.0,
240217522044,,4.0,
240217753025,,8.0,
240253022002,,4.0,8.0
240253042023,,4.0,
240253061001,,4.0,
240253062003,,4.0,
240276011053,,4.0,
240317010072,,4.0,
240317058002,,4.0,
240338005192,,6.0,
240338012131,,4.0,
240338013101,,8.0,
240338035141,,4.0,5.0
240358109021,,5.0,
240430007001,,4.0,
240430009002,,4.0,
240430112014,,4.0,
240430114003,,4.0,
240450107022,,4.0,
245100704003,,4.0,
245100808002,,4.0,
245102708012,,4.0,
245102804013,,4.0,
250092061002,,4.0,
250173171023,,4.0,
250173215002,,4.0,
250251104032,,4.0,
260050310002,,4.0,
260270019001,,4.0,
260555504001,,4.0,4.0
260739403003,,4.0,
260810043003,,7.0,
260810127023,,4.0,
260937201001,,4.0,
261251620002,,4.0,
261390221052,,4.0,
261476200002,,4.0,
261614052003,,4.0,
261635074003,,5.0,
261635645011,,4.0,
261635811001,,4.0,
261635820003,,4.0,
270030508213,,4.0,
270332702003,,4.0,
271159503001,,4.0,
271230351001,,4.0,4.0
280819509012,,5.0,
290119601003,,4.0,
290270708001,,4.0,
290950179001,,4.0,
291019800002,,4.0,
291119703001,,4.0,
291650306003,,4.0,
292236904002,,4.0,
311119605003,,4.0,
311530106283,,4.0,
320030017122,,4.0,
330130032003,,4.0,
340010128013,,4.0,
340030092003,,4.0,
340030103007,,4.0,
340030130024,,5.0,
340030543001,,4.0,
340030543004,,7.0,
340057048013,,4.0,4.0
340090201011,,4.0,
340130022011,,4.0,
340130046001,,4.0,
340130082001,,4.0,
340130142003,,4.0,4.0
340130173021,,4.0,
340170001003,,4.0,
340170011002,,4.0,
340170018001,,4.0,
340170112003,,4.0,
340170116003,,4.0,
340190111003,,4.0,
340210003004,,4.0,
340210004002,,4.0,
340210013002,,4.0,
340210022001,,4.0,
340210022003,,4.0,4.0
340210030092,,4.0,4.0
340210042042,,4.0,
340210043013,,8.0,
340210043072,,4.0,
340230015023,,4.0,
340230025002,,4.0,
340230042002,,4.0,
340230044001,,4.0,
340230071031,,4.0,
340230078041,,4.0,
340230079101,,4.0,
340230081022,,4.0,
340230084031,,4.0,
340230084042,,4.0,
340258021004,,4.0,
340258045004,,4.0,
340258077001,,4.0,
340258094001,,4.0,
340258094003,,4.0,
340258099011,,4.0,4.0
340258105031,,4.0,
340270423012,,4.0,
340270444041,,6.0,
340270461053,,4.0,
340297111001,,4.0,
340297113003,,4.0,
340297201023,,4.0,
340297381001,,6.0,
340311826002,,4.0,
340312238012,,4.0,
340350521001,,4.0,
340350531021,,6.0,
340350531022,,4.0,
340373749002,,4.0,
340390310002,,4.0,
340390312002,,4.0,
340390372004,,4.0,
340390394002,,4.0,
340410322004,,8.0,
350490002003,,4.0,
360010133002,,4.0,
360050042002,,4.0,
360050092003,,4.0,
360050131001,,4.0,
360050199002,,4.0,
360050312001,,4.0,
360050462012,,4.0,
360271903012,,6.0,
360470022003,,4.0,4.0
360470100004,,4.0,
360470128011,,4.0,
360470279003,,4.0,
360470294001,,4.0,4.0
360470302002,,4.0,
360470304001,,4.0,
360470366001,,4.0,
360470411001,,4.0,
360470418002,,4.0,
360470432001,,4.0,
360470488001,,4.0,
360470518001,,4.0,
360470542003,,4.0,4.0
360470544001,,4.0,
360470550003,,4.0,
360470564002,,4.0,
360470579002,,4.0,
360470580001,,4.0,
360470762002,,4.0,
360470768003,,4.0,
360470870002,,4.0,
360471158002,,4.0,
360471208003,,4.0,
360593040024,,4.0,
360594127003,,4.0,
360594148001,,4.0,
360594167023,,4.0,
360595180003,,4.0,
360595187006,,4.0,
360595213022,,4.0,
360595214004,,4.0,
360610103001,,6.0,
360610154001,,4.0,
360610193004,,4.0,
360650243012,,4.0,
360730407004,,4.0,
360810062024,,4.0,
360810126011,,4.0,
360810169003,,4.0,
360810280001,,4.0,
360810283003,,4.0,
360810351001,,4.0,
360810562001,,4.0,
360810593001,,4.0,
360810711002,,4.0,
360810743002,,4.0,
360810840002,,4.0,
360811227011,,4.0,
360811429002,,4.0,
360830401003,,4.0,
360850011003,,4.0,
360850033002,,4.0,
360850070001,,4.0,
360850112023,,4.0,
360850146061,,4.0,4.0
360850156016,,4.0,
360850277061,,4.0,
360870108012,,4.0,
360999505004,,4.0,
361031236002,,4.0,4.0
361031456021,,4.0,
361031457012,,4.0,
361031469023,,4.0,
361031583214,,4.0,
361031591034,,4.0,
361031592043,,4.0,
361031905043,,4.0,
361070206005,,4.0,
361190146041,,7.0,
361190148061,,4.0,
370010219013,,4.0,
370210010001,,4.0,
370210024012,,4.0,
370210031041,,4.0,
370250415031,,4.0,
370510011003,,4.0,
370590801002,,4.0,
370670003021,,4.0,
370710321002,,4.0,
370810161012,,4.0,
370970612031,,4.0,
371010409012,,4.0,
371010410021,,4.0,
371050306023,,5.0,
371150104001,,4.0,
371190040004,,4.0,
371190059092,,4.0,
371190061081,,4.0,
371290115001,,4.0,
371290116035,,4.0,
371290119023,,4.0,
371319204022,,4.0,
371559602012,,5.0,
371830506002,,4.0,
371830534111,,4.0,
371830536013,,4.0,
381010105003,,8.0,
390230016003,,4.0,
390299512001,,4.0,
390399588001,,4.0,
390430408002,,4.0,
390510406001,,4.0,
390610205021,,4.0,
390610215081,,6.0,
390610243214,,4.0,
390610243221,,4.0,
390739652004,,4.0,
390799575003,,4.0,
390930706001,,4.0,
390930714002,,4.0,
390998110021,,4.0,
391034172001,,4.0,
391130204001,,4.0,
391131002013,,4.0,
391517132014,,4.0,
391535057004,,4.0,
391559312003,,4.0,
391670202004,,5.0,
391690019002,,4.0,
391690020002,,4.0,
400173014102,,4.0,
400272012022,,4.0,
400819614002,,4.0,
410670301021,,4.0,
420010311012,,4.0,
420010314012,,4.0,4.0
420031011001,,4.0,
420031401002,,4.0,
420031803001,,4.0,
420034035001,,4.0,
420034070021,,4.0,
420034120011,,4.0,4.0
420034220001,,4.0,
420034272001,,4.0,
420034560041,,4.0,
420034690003,,4.0,
420034734023,,4.0,
420034736022,,4.0,
420034753043,,4.0,
420034802002,,4.0,
420034961022,,4.0,
420035231002,,4.0,
420035261021,,4.0,
420035262012,,4.0,
420059504003,,4.0,
420076050011,,4.0,
420076050021,,4.0,
420076055003,,4.0,
420076056002,,4.0,
420099610002,,7.0,
420110001005,,4.0,
420110012001,,4.0,
420110021001,,4.0,
420110102011,,4.0,
420110110001,,4.0,4.0
420110114001,,4.0,4.0
420110116022,,4.0,
420110127003,,4.0,
420159505006,,4.0,
420199116004,,4.0,
420199123031,,4.0,
420210120003,,4.0,
420250209005,,4.0,
420270105002,,4.0,
420270107003,,4.0,
420270114002,,4.0,
420333318001,,4.0,
420410104001,,4.0,
420410109002,,4.0,
420410110022,,4.0,
420410113011,,4.0,
420410113042,,4.0,
420410118031,,4.0,
420410118032,,4.0,
420410127021,,8.0,
420410130004,,4.0,
420410132002,,4.0,
420430207002,,4.0,
420430209004,,4.0,
420430213001,,4.0,
420430216003,,6.0,
420430219042,,4.0,
420430223002,,4.0,
420430224033,,4.0,
420430225013,,4.0,
420430227011,,4.0,
420430227021,,4.0,
420430233004,,4.0,
420430240011,,4.0,
420430241042,,4.0,4.0
420430246001,,4.0,
420430246005,,15.0,4.0
420512602003,,4.0,
420550113011,,4.0,
420550118002,,4.0,
420550120001,,8.0,
420550122001,,4.0,
420579603002,,4.0,
420670702024,,5.0,
420691023004,,4.0,
420691115002,,4.0,
420710102013,,4.0,4.0
420710106004,,4.0,4.0
420710109001,,4.0,
420710115033,,4.0,
420710115042,,8.0,
420710115043,,4.0,
420710116004,,4.0,
420710120011,,4.0,4.0
420710124022,,8.0,4.0
420710125022,,4.0,
420710132032,,4.0,
420710134001,,5.0,
420750002003,,8.0,
420750004013,,7.0,
420750023002,,6.0,
420750025001,,4.0,
420750028002,,4.0,
420750033002,,8.0,
420750034002,,4.0,
420770020004,,4.0,
420770061012,,4.0,4.0
420770095004,,4.0,
420792012001,,4.0,
420792104001,,4.0,
420792167002,,4.0,
420792175002,,12.0,
420792179003,,5.0,
420810003001,,4.0,
420850333001,,4.0,
420879602002,,4.0,
420879611004,,4.0,
420893001022,,4.0,
420893005021,,4.0,4.0
420950112001,,4.0,
420950142004,,4.0,
420950144002,,4.0,
420950172004,,4.0,
420970823004,,4.0,
420990304003,,4.0,
421010010011,,4.0,12.0
421010012023,,12.0,8.0
421010012025,,4.0,8.0
421010013001,,8.0,16.0
421010013003,,4.0,4.0
421010019002,,4.0,16.0
421010024005,,4.0,16.0
421010027024,,4.0,21.0
421010081025,,9.0,8.0
421010104004,,10.0,12.0
421010110001,,4.0,
421010112005,,4.0,4.0
421010134023,,4.0,16.0
421010142001,,4.0,18.0
421010165002,,4.0,4.0
421010167011,,4.0,
421010169012,,4.0,
421010172012,,4.0,12.0
421010202006,,4.0,4.0
421010236001,,4.0,4.0
421010284002,,8.0,
421039503021,,4.0,
421039509003,,4.0,
421070013001,,5.0,
421070019004,,4.0,
421070024001,,4.0,
421090703003,,4.0,
421090707012,,4.0,
421257461003,,4.0,
421298018004,,4.0,
421330016001,,4.0,
421330206004,,4.0,
421330207203,,8.0,
421330219001,,4.0,
421330225001,,4.0,
421330228003,,6.0,
421330237102,,5.0,
440070154002,,4.0,
450070101022,,4.0,
450099602002,,4.0,
450130107001,,4.0,
450410015043,,4.0,
450450028162,,4.0,
450510517001,,4.0,
450790114191,,4.0,
450830218031,,4.0,
450830224033,,4.0,
470110114013,,4.0,
470930029001,,8.0,
471490410003,,4.0,
480291101002,,4.0,
480396608023,,6.0,
480396612003,,5.0,
481130126013,,7.0,
481576720012,,4.0,
481677207002,,4.0,
482013308001,,4.0,
482015306001,,4.0,
482030202003,,4.0,
482150241101,,4.0,
482239505002,,4.0,
483090036021,,4.0,
483090038023,,4.0,
483290004024,,4.0,
484391110101,,4.0,
484391115231,,4.0,
484391139062,,4.0,
484391139267,,4.0,
490351028011,,4.0,
500259685002,,4.0,
510330305004,,8.0,
510411009192,,4.0,4.0
510594306002,,4.0,
510594609001,,4.0,
510594615003,,4.0,
510594823012,,4.0,
510594823031,,4.0,
510594901033,,4.0,
510594918033,,4.0,
510872008042,,4.0,
510890106022,,4.0,
511076103004,,4.0,
511076110201,,4.0,
511076110202,,4.0,
511539004032,,4.0,
511610305001,,4.0,
511770202041,,4.0,
511790101082,,4.0,
511790102023,,9.0,4.0
511790103052,,4.0,
515200204004,,4.0,
516200902002,,4.0,
517000322244,,4.0,
517100070021,,4.0,
518000757022,,4.0,
518100454144,,4.0,
518303702001,,4.0,
518303703001,,4.0,
518400003011,,4.0,
530330002005,,4.0,
530330292041,,4.0,
530350912042,,4.0,
540019657004,,4.0,
540039713001,,13.0,
540039718002,,4.0,
540330308003,,4.0,
540490208003,,4.0,
540550022002,,4.0,
540610101021,,4.0,
550250125012,,4.0,
550390405002,,4.0,
550679604003,,4.0,
560379716001,,4.0,
720757110023,,5.0,
721390603022,,4.0,4.0
010670303003,,,4.0
010730030012,,,4.0
010770112003,,,4.0
010872317001,,,4.0
011150401042,,,4.0
011170306072,,,4.0
011250121001,,,8.0
040130610442,,,6.0
040130820261,,,4.0
040131032203,,,4.0
040132168393,,,4.0
040134201072,,,4.0
040134226061,,,4.0
040136123002,,,4.0
040136141004,,,4.0
040136170005,,,4.0
040138145004,,,5.0
040210013043,,,4.0
040210021031,,,4.0
050070212011,,,5.0
050350308041,,,4.0
050850202042,,,4.0
051430105012,,,4.0
060014054012,,,4.0
060014382043,,,4.0
060050003032,,,8.0
060133452034,,,4.0
060133512002,,,4.0
060133630003,,,4.0
060133800001,,,4.0
060371254012,,,4.0
060371439011,,,4.0
060372699071,,,4.0
060373015011,,,4.0
060375511011,,,4.0
060376704061,,,4.0
060510002002,,,4.0
060510002006,,,4.0
060530111023,,,4.0
060590218212,,,4.0
060590524191,,,8.0
060590626053,,,4.0
060590992301,,,4.0
060650414052,,,4.0
060650432651,,,4.0
060670015005,,,4.0
060670074131,,,4.0
060710071043,,,4.0
060710104021,,,4.0
060710104132,,,4.0
060730028034,,,4.0
060730063001,,,4.0
060730077011,,,4.0
060730095092,,,4.0
060730178083,,,4.0
060750180001,,,4.0
060830006003,,,4.0
060990039081,,,4.0
061110074021,,,4.0
061130101024,,,4.0
061130110023,,,4.0
080130125072,,,4.0
080130132133,,,5.0
080140301002,,,4.0
080310027013,,,8.0
080350139101,,,4.0
080350140111,,,4.0
080350141292,,,4.0
080410001011,,,4.0
080410008002,,,4.0
080410033034,,,5.0
080410072021,,,4.0
080590098151,,,4.0
080590120382,,,4.0
080839690002,,,4.0
090010101023,,,4.0
090010218011,,,4.0
090010221001,,,4.0
090010452002,,,4.0
090010501003,,,4.0
090010616002,,,4.0
090010905003,,,4.0
090011103013,,,4.0
090012101001,,,4.0
090012104003,,,4.0
090012104004,,,4.0
090012107012,,,6.0
090012402001,,,4.0
090012452002,,,4.0
090012453002,,,4.0
090034621012,,,4.0
090034661012,,,5.0
090034731002,,,4.0
090034771024,,,4.0
090034926001,,,4.0
090035202021,,,4.0
090052602001,,,4.0
090053031002,,,6.0
090053201002,,,4.0
090053604004,,,4.0
090054253002,,,4.0
090054254002,,,5.0
090075414013,,,8.0
090075901004,,,4.0
090091406003,,,4.0
090091501002,,,4.0
090091506002,,,4.0
090091574003,,,4.0
090091652003,,,4.0
090091660011,,,4.0
090091660024,,,4.0
090091712001,,,4.0
090091712003,,,4.0
090093431022,,,4.0
090093434001,,,4.0
090093442001,,,4.0
090093451004,,,4.0
090093471003,,,4.0
090116952024,,,4.0
090118702003,,,4.0
090118707031,,,4.0
090138815004,,,4.0
100050503013,,,4.0
100050511021,,,4.0
100050513013,,,4.0
100050513022,,,4.0
110010005021,,,4.0
110010006001,,,4.0
110010006002,,,5.0
110010007011,,,4.0
110010007014,,,4.0
110010010021,,,4.0
110010011004,,,4.0
110010040022,,,4.0
110010041001,,,4.0
110010047021,,,4.0
110010088031,,,4.0
110010093014,,,4.0
110010095082,,,4.0
110010106001,,,4.0
110010108001,,,4.0
120010009022,,,4.0
120010010003,,,4.0
120050019003,,,4.0
120090643012,,,4.0
120090683001,,,4.0
120090713321,,,4.0
120110109011,,,4.0
120110203251,,,4.0
120110506023,,,4.0
120110703204,,,4.0
120110703205,,,4.0
120110920001,,,4.0
120111103312,,,4.0
120210104203,,,4.0
120310022001,,,4.0
120310144041,,,4.0
120310166031,,,4.0
120330030003,,,4.0
120350602093,,,4.0
120530406022,,,4.0
120530409092,,,4.0
120570002011,,,4.0
120570051011,,,5.0
120570051021,,,4.0
